Metabolite	Common_metabolite_name	KEGG_ID	HMDB_ID	SMILES_metabolite
Phosphocreatine	Phosphocreatine	C02305	HMDB01511	CN(CC(O)=O)C(=N)NP(O)(O)=O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
3-Methyl-2-oxovaleric acid	3-Methyl-2-oxovaleric acid	C03465	HMDB00491	CCC(C)C(=O)C(O)=O
4-Methyl-2-oxovaleric acid	Ketoleucine	C00233	HMDB00695	CC(C)CC(=O)C(O)=O
Deoxycytidine triphosphate	dCTP	C00458	HMDB00998	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
2-Deoxyguanosine 5-triphosphate	dGTP	C00286	HMDB01440	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine triphosphate	Adenosine triphosphate	C00002	HMDB00538	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
"4,6-Dioxoheptanoic acid"	Succinylacetone		HMDB00635	CC(=O)CC(=O)CCC(O)=O
6-Phosphogluconic acid	6-Phosphogluconic acid	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
N-Acetyl-Asp-Glu	N-Acetylaspartylglutamic acid	C12270	HMDB01067	CC(=O)NC(CC(O)=O)C(=O)NC(CCC(O)=O)C(O)=O
Guanosine	Guanosine	C00387	HMDB00133	NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1
Isobutyrylglycine	Isobutyrylglycine		HMDB00730	CC(C)C(=O)NCC(O)=O
Succinyl coenzyme A	Succinyl-CoA	C00091	HMDB01022	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CCC(O)=O
D-galactaric acid	Galactaric acid	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
a-Methylbutyrylglycine	2-Methylbutyrylglycine		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	Isovalerylglycine		HMDB00678	CC(C)CC(=O)NCC(O)=O
2-Ketobutyric acid	2-Ketobutyric acid	C00109	HMDB00005	CCC(=O)C(O)=O
Acetoacetate	Acetoacetic acid	C00164	HMDB00060	CC(=O)CC(O)=O
Oxaloacetic acid	Oxalacetic acid	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O
Adenosine	Adenosine	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
L-Citrulline	Citrulline	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Hippuric acid	Hippuric acid	C01586	HMDB00714	OC(=O)CNC(=O)C1=CC=CC=C1
Nalpha-Acetyl-L-lysine	N-Alpha-acetyllysine	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O
Ne-Acetyl-lysine	N6-Acetyl-L-lysine	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O
Adenylosuccinic acid	Adenylsuccinic acid	C03794	HMDB00536	O[C@@H]1[C@@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2NC(CC(O)=O)C(O)=O
3-Sulfopyruvic acid	3-Sulfopyruvic acid	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O
3-methyl-2-oxobutyrate	Alpha-ketoisovaleric acid	C00141	HMDB00019	CC(C)C(=O)C(O)=O
CDP-Glycerol	CDP-glycerol	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O
Deoxyguanylate	2'-Deoxyguanosine 5'-monophosphate	C00362	HMDB01044	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)N1
Phosphoenolpyruvic acid	Phosphoenolpyruvic acid	 C00074	HMDB00263	OC(=O)C(=C)OP(O)(O)=O
L-Threonine	L-Threonine	C00188	HMDB00167	C[C@@H](O)[C@H](N)C(O)=O
N-Hexanoyl-glycine	Hexanoylglycine		HMDB00701	CCCCCC(=O)NCC(O)=O
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
"3,5-Diiodo-L-tyrosine"	"3,5-Diiodo-L-tyrosine"	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O
2-Hydroxyphenylacetic acid	Ortho-Hydroxyphenylacetic acid	C05852	HMDB00669	OC(=O)CC1=CC=CC=C1O
4-Hydroxyphenylacetic acid	p-Hydroxyphenylacetic acid	C00642	HMDB00020	OC(=O)CC1=CC=C(O)C=C1
3-Hydroxypropionic acid	Hydroxypropionic acid	C01013	HMDB00700	OCCC(O)=O
D-Glyceraldehyde	Glyceraldehyde	C00577	HMDB01051	OCC(O)C=O
L-Lactic acid	L-Lactic acid	C00186	HMDB00190	C[C@H](O)C(O)=O
"2,3-Diphospho-D-glyceric acid"	"2,3-Diphosphoglyceric acid"	C01159	HMDB01294	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O
Orotidine 5-monophosphate	Orotidylic acid	C01103	HMDB00218	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)N1C(=O)NC(=O)C=C1C(O)=O
L-a-Aspartyl-L-phenylalanine	Aspartylphenylalanine		HMDB00706	N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O
N-Acetyl-D-glucosamine 1-phosphate	N-Acetyl-glucosamine 1-phosphate	 C04501	HMDB01367	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP(O)(O)=O
Uridine 5-diphosphogalactose	Uridine diphosphategalactose	C00052	HMDB00302	OC[C@H]1O[C@H](O[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@H](O)[C@@H](O)[C@H]1O
Isobutyrylglycine	Isobutyrylglycine		HMDB00730	CC(C)C(=O)NCC(O)=O
2-Methylglutaric acid	2-Methylglutaric acid		HMDB00422	CC(CCC(O)=O)C(O)=O
3-Methylglutaric acid	Methylglutaric acid		HMDB00752	CC(CC(O)=O)CC(O)=O
Uridine 5-triphosphate	Uridine triphosphate	C00075	HMDB00285	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
a-Methylbutyrylglycine	2-Methylbutyrylglycine		HMDB00339	CCC(C)C(=O)NCC(O)=O
N-Isovalerylglycine	Isovalerylglycine		HMDB00678	CC(C)CC(=O)NCC(O)=O
L-Fucose 1-phosphate	Fucose 1-phosphate	C02985	HMDB01265	C[C@@H]1OC(OP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
3-Sulfopyruvic acid	3-Sulfopyruvic acid	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O
Cytidine	Cytidine	C00475	HMDB00089	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
dUTP	Deoxyuridine triphosphate	 C00460	HMDB01191	O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O
Propionyl coenzyme A	Propionyl-CoA	C00100	HMDB01275	CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
D-Glucuronic acid	D-Glucuronic acid	C00191	HMDB00127	O[C@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
3-methyl-2-oxobutyrate	Alpha-ketoisovaleric acid	C00141	HMDB00019	CC(C)C(=O)C(O)=O
Choline glycerophosphate	Glycerophosphocholine	C00670	HMDB00086	C[N+](C)(C)CCOP([O-])(=O)OC[C@@H](O)CO
Isovaleric acid	Isovaleric acid	C08262	HMDB00718	CC(C)CC(O)=O
N-Hexanoyl-glycine	Hexanoylglycine		HMDB00701	CCCCCC(=O)NCC(O)=O
D-Glucosamine 6-phosphate	Glucosamine 6-phosphate	C00352	HMDB01254	N[C@H]1[C@@H](O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
L-Citrulline	Citrulline	C00327	HMDB00904	N[C@@H](CCCNC(N)=O)C(O)=O
3-Methyl-2-oxovaleric acid	3-Methyl-2-oxovaleric acid	C03465	HMDB00491	CCC(C)C(=O)C(O)=O
4-Methyl-2-oxovaleric acid	Ketoleucine	C00233	HMDB00695	CC(C)CC(=O)C(O)=O
Methylmalonic acid	Methylmalonic acid	C02170	HMDB00202	CC(C(O)=O)C(O)=O
Succinic acid	Succinic acid	C00042	HMDB00254	OC(=O)CCC(O)=O
Deoxyadenosine diphosphate	dADP	 C00206	HMDB01508	NC1=NC=NC2=C1N=CN2C1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
CDP-Glycerol	CDP-glycerol	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O
D-Pyroglutamic Acid	Pyrrolidonecarboxylic acid	C02237	HMDB00805	OC(=O)C1CCC(=O)N1
L-Pyroglutamic acid	Pyroglutamic acid	C01879	HMDB00267	OC(=O)[C@@H]1CCC(=O)N1
2-Deoxyadenosine 5-triphosphate	Deoxyadenosine triphosphate	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
Nalpha-Acetyl-L-lysine	N-Alpha-acetyllysine	C12989	HMDB00446	CC(=O)NC(CCCCN)C(O)=O
Ne-Acetyl-lysine	N6-Acetyl-L-lysine	C02727	HMDB00206	CC(=O)NCCCC[C@H](N)C(O)=O
Phosphoenolpyruvic acid	Phosphoenolpyruvic acid	 C00074	HMDB00263	OC(=O)C(=C)OP(O)(O)=O
DL-4-Hydroxy-3-methoxymandelic acid	Vanillylmandelic acid	C05584	HMDB00291	COC1=C(O)C=CC(=C1)[C@H](O)C(O)=O
2-Deoxyguanosine 5-diphosphate	dGDP	C00361	HMDB00960	NC1=NC2=C(N=CN2[C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)N1
Adenosine diphosphate	ADP	C00008	HMDB01341	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O
D-Lactaldehyde	D-Lactaldehyde	C00937	HMDB06458	C[C@@H](O)C=O
2-Hydroxyphenylacetic acid	Ortho-Hydroxyphenylacetic acid	C05852	HMDB00669	OC(=O)CC1=CC=CC=C1O
4-Hydroxyphenylacetic acid	p-Hydroxyphenylacetic acid	C00642	HMDB00020	OC(=O)CC1=CC=C(O)C=C1
Adenosine	Adenosine	C00212	HMDB00050	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
3-Hydroxypropionic acid	Hydroxypropionic acid	C01013	HMDB00700	OCCC(O)=O
D-Glyceraldehyde	Glyceraldehyde	C00577	HMDB01051	OCC(O)C=O
L-Lactic acid	L-Lactic acid	C00186	HMDB00190	C[C@H](O)C(O)=O
D-Arabinonic acid	Arabinonic acid	C00878	HMDB00539	OC[C@@H](O)[C@@H](O)[C@H](O)C(O)=O
D-Glycerol 1-phosphate	Glycerol 3-phosphate	C00093	HMDB00126	OC[C@@H](O)COP(O)(O)=O
Stachyose	Stachyose	C01613	HMDB03553	OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
2-Deoxyribose-5-phosphate	Deoxyribose 5-phosphate	C00673	HMDB01031	O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
2-Hydroxy-3-methylpentanoic acid	2-Hydroxy-3-methylpentanoic acid		HMDB00317	CC[C@@H](C)[C@@H](O)C(O)=O
2-Hydroxyisocaproic acid	D-Leucic acid	C03264	HMDB00624	CC(C)C[C@@H](O)C(O)=O
D-Leucic acid	Leucinic acid		HMDB00665	CC(C)CC(O)C(O)=O
NADP	NADP	C00006	HMDB00217	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]2O[C@H]([C@H](OP(O)(O)=O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O
Oxaloacetic acid	Oxalacetic acid	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O
Ethylmalonic acid	Ethylmalonic acid		HMDB00622	CCC(C(O)=O)C(O)=O
Glutaric acid	Glutaric acid	C00489	HMDB00661	OC(=O)CCCC(O)=O
L-Valine	L-Valine	C00183	HMDB00883	CC(C)[C@H](N)C(O)=O
NADPH	NADPH	C00005	HMDB00221	NC(=O)C1=CN(C=CC1)[C@H]1O[C@@H](COP(O)(=O)OP(O)(=O)OC[C@@H]2O[C@@H]([C@@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O
Isovaleryl coenzyme A	Isovaleryl-CoA	C02939	HMDB01113	CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
2-Oxoadipic acid	Oxoadipic acid	C00322	HMDB00225	OC(=O)CCCC(=O)C(O)=O
Malonyl coenzyme A	Malonyl-CoA	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
Dephosphocoenzyme A	Dephospho-CoA	C00882	HMDB01373	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
Coenzyme A	Coenzyme A	C00010	HMDB01423	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCS
3-Hydroxybutyryl coenzyme A	3-Hydroxybutyryl-CoA	C01144	HMDB01166	C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Acetyl coenzyme A	Acetyl-CoA	C00024	HMDB01206	CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
D-Gluconic acid	Gluconic acid	C00257	HMDB00625	OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
Anserine	Anserine	C01262	HMDB00194	CN1C=NC=C1C[C@H](NC(=O)CCN)C(O)=O
Gamma-Glu-Cys	Gamma-Glutamylcysteine	C00669	HMDB01049	N[C@@H](CCC(=O)N[C@@H](CS)C(O)=O)C(O)=O
3-Ureidopropionic acid	Ureidopropionic acid	C02642	HMDB00026	NC(=O)NCCC(O)=O
L-Asparagine	L-Asparagine	C00152	HMDB00168	N[C@@H](CC(N)=O)C(O)=O
Nicotinic acid	Nicotinic acid	C00253	HMDB01488	OC(=O)C1=CN=CC=C1
N-Acetylmuramic acid	N-Acetylmuramate	C02713	HMDB60493	C[C@@H](O[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1N=C(C)O)C(O)=O
2-Deoxycytidine 5-diphosphate	dCDP	C00705	HMDB01245	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1
CDP-ethanolamine	CDP-Ethanolamine	C00570	HMDB01564	NCCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O
Hypoxanthine	Hypoxanthine	C00262	HMDB00157	OC1=NC=NC2=C1NC=N2
Pyridoxal	Pyridoxal	C00250	HMDB01545	CC1=C(O)C(C=O)=C(CO)C=N1
N-Acetylneuraminic acid	N-Acetylneuraminic acid	C00270	HMDB00230	CC(=O)N[C@@H]1[C@@H](O)C[C@](O)(O[C@H]1[C@H](O)[C@H](O)CO)C(O)=O
N-a-Acetyl-L-ornithine	N-Acetylornithine	 C00437	HMDB03357	CC(=O)N[C@@H](CCCN)C(O)=O
3-Aminopiperidin-2-one	3-Amino-2-piperidone		HMDB00323	NC1CCCNC1=O
Inosine 5-triphosphate	Inosine triphosphate	C00081	HMDB00189	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2O
Hydroxypyruvate	Hydroxypyruvic acid	C00168	HMDB01352	OCC(=O)C(O)=O
6-Phosphogluconic acid	6-Phosphogluconic acid	 C00345	HMDB01316	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O
L-Threonine	L-Threonine	C00188	HMDB00167	C[C@@H](O)[C@H](N)C(O)=O
2-Ketobutyric acid	2-Ketobutyric acid	C00109	HMDB00005	CCC(=O)C(O)=O
Acetoacetate	Acetoacetic acid	C00164	HMDB00060	CC(=O)CC(O)=O
S-Lactoylglutathione	S-Lactoylglutathione	C03451	HMDB01066	C[C@@H](O)C(=O)SC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
3-Aminoisobutyric acid	3-Aminoisobutanoic acid	C05145	HMDB03911	CC(CN)C(O)=O
L-2-Aminobutyric acid	L-Alpha-aminobutyric acid	C02356	HMDB00452	CC[C@H](N)C(O)=O
L-Cystathionine	L-Cystathionine	C02291	HMDB00099	N[C@@H](CCSC[C@H](N)C(O)=O)C(O)=O
1-Methyl-L-histidine	1-Methylhistidine	C01152	HMDB00001	CN1C=NC(C[C@H](N)C(O)=O)=C1
Homovanillic acid	Homovanillic acid	C05582	HMDB00118	COC1=CC(CC(O)=O)=CC=C1O
N-Acetyl-D-galactosamine	N-Acetylgalactosamine	C01132	HMDB00212	CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@H](O)[C@@H]1O
N-Acetyl-D-glucosamine	N-Acetyl-D-glucosamine	C00140	HMDB00215	CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
Epinephrine	Epinephrine	C00788	HMDB00068	CNC[C@H](O)C1=CC=C(O)C(O)=C1
Pyruvate	Pyruvic acid	C00022	HMDB00243	CC(=O)C(O)=O
N-Acetyl-5-hydroxytryptamine	N-Acetylserotonin	C00978	HMDB01238	CC(=O)NCCC1=CNC2=C1C=C(O)C=C2
Decanoic acid	Capric acid	C01571	HMDB00511	CCCCCCCCCC(O)=O
Prostaglandin D2	Prostaglandin D2	C00696	HMDB01403	CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O
Prostaglandin E2	Prostaglandin E2	C00584	HMDB01220	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
Prostaglandin I2	Prostaglandin I2	C01312	HMDB01335	CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2OC(C[C@H]12)=CCCCC(O)=O
Phosphatidylcholine	Phosphatidylcholine	C00157		O=C(OCC(OC(=O)CC)COP([O-])(=O)OCC[N+](C)(C)C)CC
D-galactaric acid	Galactaric acid	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O
Thiamine pyrophosphate	Thiamine pyrophosphate	C00068	HMDB01372	CC1=C(CCO[P@](O)(=O)OP(O)(O)=O)SC=[N+]1CC1=CN=C(C)N=C1N
Deoxyadenosine monophosphate	Deoxyadenosine monophosphate	C00360	HMDB00905	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1
2-Deoxyuridine 5-monophosphate	dUMP	C00365	HMDB01409	O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=CC(=O)NC1=O
Riboflavin 5-monophosphate	Flavin Mononucleotide	C00061	HMDB01520	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
Citraconic acid	Citraconic acid	C02226	HMDB00634	C\C(=C\C(O)=O)C(O)=O
4-Pyridoxic acid	4-Pyridoxic acid	C00847	HMDB00017	CC1=NC=C(CO)C(C(O)=O)=C1O
Citraconic acid	Citraconic acid	C02226	HMDB00634	C\C(=C\C(O)=O)C(O)=O
Malonyl coenzyme A	Malonyl-CoA	C00083	HMDB01175	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)C(O)C(=O)NCCC(=O)NCCSC(=O)CC(O)=O
3-Hydroxy-3-methylglutaryl coenzyme A	3-Hydroxy-3-methylglutaryl-CoA	C00356	HMDB01375	C[C@](O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N
Nicotinamide adenine dinucleotide	NAD	 C00003	HMDB00902	NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O
Nicotinamide ribotide	Nicotinamide ribotide	C00455	HMDB00229	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@H](COP(O)([O-])=O)[C@@H](O)[C@H]1O
PIP2	PIP2	C04637		CCCCCC(OC[C@H](COP(O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP([O-])(O)=O)[C@H](OP([O])(O)=O)[C@H]1O)([O-])=O)OC(CCCCC)=O)=O
3-Phosphoadenosine 5-phosphosulfate	Phosphoadenosine phosphosulfate	C00053	HMDB01134	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O
D-Glycerol 1-phosphate	Glycerol 3-phosphate	C00093	HMDB00126	OC[C@@H](O)COP(O)(O)=O
2-Deoxyadenosine 5-triphosphate	Deoxyadenosine triphosphate	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
D-Ribose 1-phosphate	Ribose 1-phosphate	C00620	HMDB01489	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H]1O
D-Ribose 5-phosphate	D-Ribose 5-phosphate	C00117	HMDB01548	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O
D-Xylulose 5-phosphate	Xylulose 5-phosphate	C00231	HMDB00868	OCC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O
D-Fructose 6-phosphate	Fructose 6-phosphate	C00085	HMDB00124	OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
D-Galactose 1-phosphate	Galactose 1-phosphate	 C00446	HMDB00645	OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@H]1O
D-Glucose 1-phosphate	Glucose 1-phosphate	C00103	HMDB01586	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
D-Glucose 6-phosphate	Glucose 6-phosphate	C00668	HMDB01401	OC1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H]1O
D-Mannose 6-phosphate	Mannose 6-phosphate	C00275	HMDB01078	O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H]1O
Mannose 1-phosphate	D-Mannose 1-phosphate	C00636	HMDB06330	OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O
D-Glyceraldehyde 3-phosphate	D-Glyceraldehyde 3-phosphate	C00118	HMDB01112	OC(COP(O)(O)=O)C=O
Glycerone phosphate	Dihydroxyacetone phosphate	 C00111	HMDB01473	OCC(=O)COP(O)(O)=O
Xanthurenic acid	Xanthurenic acid	C02470	HMDB00881	OC(=O)C1=NC2=C(O)C=CC=C2C(O)=C1
"D-myo-Inositol-1,4,5-triphosphate"	"Inositol 1,4,5-trisphosphate"	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O
N-Acetyl-D-glucosamine 6-phosphate	N-Acetyl-D-Glucosamine 6-Phosphate	C00357	HMDB01062	CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O
3-Sulfopyruvic acid	3-Sulfopyruvic acid	C05528	HMDB04045	OC(=O)C(=O)CS(O)(=O)=O
