Metabolite	Query_protein	Protein_name	Gene_ID	Uniprot_ID	Protein_complex	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value	Common_metabolite_name	MIDAS_ID	Pool	Screened_concentration_µM	KEGG_ID	HMDB_ID	SMILES_metabolite	KEGG_pathway_association
Diadenosine triphosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.175022139	-1.221807319	-0.050129421	0.281720978	3.20E-05	0.000952596	Diadenosine triphosphate	CNC_141	3	50	C06197	HMDB01155	NC1=C2N=CN([C@H]3O[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)N4C=NC5=C(N)N=CN=C45)[C@H](O)[C@@H]3O)C2=NC=N1	Purine metabolism
"D-myo-Inositol-1,4,5-triphosphate"	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.580479015	0.885690859	0.039971498	0.204922935	3.68E-05	0.001084915	"Inositol 1,4,5-trisphosphate"	Cay_7	4	50	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O	"Inositol phosphate metabolism;MAPK signaling pathway;ErbB signaling pathway;Ras signaling pathway;Calcium signaling pathway;cGMP-PKG signaling pathway;cAMP signaling pathway;Chemokine signaling pathway;NF-kappa B signaling pathway;HIF-1 signaling pathway;Phosphatidylinositol signaling system;Sphingolipid signaling pathway;Phospholipase D signaling pathway;Oocyte meiosis;Adrenergic signaling in cardiomyocytes;Vascular smooth muscle contraction;VEGF signaling pathway;Apelin signaling pathway;Osteoclast differentiation;Gap junction;Platelet activation;NOD-like receptor signaling pathway;C-type lectin receptor signaling pathway;Natural killer cell mediated cytotoxicity;Th1 and Th2 cell differentiation;Th17 cell differentiation;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Long-term potentiation;Neurotrophin signaling pathway;Retrograde endocannabinoid signaling;Glutamatergic synapse;Cholinergic synapse;Serotonergic synapse;Dopaminergic synapse;Long-term depression;Taste transduction;Inflammatory mediator regulation of TRP channels;Insulin secretion;GnRH signaling pathway;Estrogen signaling pathway;Melanogenesis;Thyroid hormone synthesis;Thyroid hormone signaling pathway;Oxytocin signaling pathway;Glucagon signaling pathway;Renin secretion;Aldosterone synthesis and secretion;Relaxin signaling pathway;Cortisol synthesis and secretion;Parathyroid hormone synthesis, secretion and action;GnRH secretion;AGE-RAGE signaling pathway in diabetic complications;Cushing syndrome;Growth hormone synthesis, secretion and action;Endocrine and other factor-regulated calcium reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Alzheimer disease;Parkinson disease;Huntington disease;Spinocerebellar ataxia;Vibrio cholerae infection;Shigellosis;Yersinia infection;Chagas disease (American trypanosomiasis);African trypanosomiasis;Amoebiasis;Human cytomegalovirus infection;Kaposi sarcoma-associated herpesvirus infection;Epstein-Barr virus infection;Human immunodeficiency virus 1 infection;Pathways in cancer;Glioma;Non-small cell lung cancer;Hepatocellular carcinoma;PD-L1 expression and PD-1 checkpoint pathway in cancer"
"D-myo-Inositol-1,4,5-triphosphate"	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.580479015	0.885690859	0.039971498	0.204922935	3.68E-05	0.001084915	"Inositol 1,4,5-trisphosphate"	Cay_7	4	50	C01245	HMDB01498	O[C@@H]1[C@H](O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@@H](O)[C@@H]1OP(O)(O)=O	"Inositol phosphate metabolism;MAPK signaling pathway;ErbB signaling pathway;Ras signaling pathway;Calcium signaling pathway;cGMP-PKG signaling pathway;cAMP signaling pathway;Chemokine signaling pathway;NF-kappa B signaling pathway;HIF-1 signaling pathway;Phosphatidylinositol signaling system;Sphingolipid signaling pathway;Phospholipase D signaling pathway;Oocyte meiosis;Adrenergic signaling in cardiomyocytes;Vascular smooth muscle contraction;VEGF signaling pathway;Apelin signaling pathway;Osteoclast differentiation;Gap junction;Platelet activation;NOD-like receptor signaling pathway;C-type lectin receptor signaling pathway;Natural killer cell mediated cytotoxicity;Th1 and Th2 cell differentiation;Th17 cell differentiation;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Long-term potentiation;Neurotrophin signaling pathway;Retrograde endocannabinoid signaling;Glutamatergic synapse;Cholinergic synapse;Serotonergic synapse;Dopaminergic synapse;Long-term depression;Taste transduction;Inflammatory mediator regulation of TRP channels;Insulin secretion;GnRH signaling pathway;Estrogen signaling pathway;Melanogenesis;Thyroid hormone synthesis;Thyroid hormone signaling pathway;Oxytocin signaling pathway;Glucagon signaling pathway;Renin secretion;Aldosterone synthesis and secretion;Relaxin signaling pathway;Cortisol synthesis and secretion;Parathyroid hormone synthesis, secretion and action;GnRH secretion;AGE-RAGE signaling pathway in diabetic complications;Cushing syndrome;Growth hormone synthesis, secretion and action;Endocrine and other factor-regulated calcium reabsorption;Salivary secretion;Gastric acid secretion;Pancreatic secretion;Alzheimer disease;Parkinson disease;Huntington disease;Spinocerebellar ataxia;Vibrio cholerae infection;Shigellosis;Yersinia infection;Chagas disease (American trypanosomiasis);African trypanosomiasis;Amoebiasis;Human cytomegalovirus infection;Kaposi sarcoma-associated herpesvirus infection;Epstein-Barr virus infection;Human immunodeficiency virus 1 infection;Pathways in cancer;Glioma;Non-small cell lung cancer;Hepatocellular carcinoma;PD-L1 expression and PD-1 checkpoint pathway in cancer"
5-Methoxy-3-indoleacetic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.171300512	0.498056783	0.046123704	0.111286902	4.89E-05	0.001393485	5-Methoxyindoleacetate	M_8	1	50	C05660	HMDB04096	COC1=CC2=C(NC=C2CC(O)=O)C=C1	Tryptophan metabolism
5-Methoxy-3-indoleacetic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.171300512	0.498056783	0.046123704	0.111286902	4.89E-05	0.001393485	5-Methoxyindoleacetate	M_8	1	50	C05660	HMDB04096	COC1=CC2=C(NC=C2CC(O)=O)C=C1	Tryptophan metabolism
D-galactaric acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.672898993	-0.285319762	-0.024793216	0.064791431	5.80E-05	0.001625829	Galactaric acid	CNC_145	3	50	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O	Ascorbate and aldarate metabolism
D-galactaric acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.672898993	-0.285319762	-0.024793216	0.064791431	5.80E-05	0.001625829	Galactaric acid	CNC_145	3	50	C00879	HMDB00639	O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O	Ascorbate and aldarate metabolism
L-Fucose	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.35602396	0.538711284	0.000551715	0.134539819	6.33E-05	0.001758398	L-Fucose	F_3	2	50	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O	Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;C-type lectin receptor signaling pathway
L-Fucose	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.35602396	0.538711284	0.000551715	0.134539819	6.33E-05	0.001758398	L-Fucose	F_3	2	50	C01019	HMDB00174	C[C@@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O	Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;C-type lectin receptor signaling pathway
Glyoxylate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.636453639	-0.367151635	0.008526832	0.095694986	8.64E-05	0.002323136	Glyoxylic acid	20C_15	3	500	C00048	HMDB00119	OC(=O)C=O	"Purine metabolism;Caffeine metabolism;Glycine, serine and threonine metabolism;Arginine and proline metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism"
Glyoxylate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.636453639	-0.367151635	0.008526832	0.095694986	8.64E-05	0.002323136	Glyoxylic acid	20C_15	3	500	C00048	HMDB00119	OC(=O)C=O	"Purine metabolism;Caffeine metabolism;Glycine, serine and threonine metabolism;Arginine and proline metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism"
Hydroxypyruvate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.495125861	-0.192433445	-0.009257699	0.046849897	9.24E-05	0.002451021	Hydroxypyruvic acid	L_4	3	500	C00168	HMDB01352	OCC(=O)C(O)=O	"Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism"
Hydroxypyruvate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.495125861	-0.192433445	-0.009257699	0.046849897	9.24E-05	0.002451021	Hydroxypyruvic acid	L_4	3	500	C00168	HMDB01352	OCC(=O)C(O)=O	"Glycine, serine and threonine metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism"
Oxaloacetic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.215770333	0.555064348	-0.050087113	0.156063053	0.000105488	0.00275749	Oxalacetic acid	20C_1	3	500	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O	"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Central carbon metabolism in cancer"
Oxaloacetic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.215770333	0.555064348	-0.050087113	0.156063053	0.000105488	0.00275749	Oxalacetic acid	20C_1	3	500	C00036	HMDB00223	OC(=O)CC(=O)C(O)=O	"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Central carbon metabolism in cancer"
3-Furoic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.079747616	0.755815396	-0.021115665	0.207169414	0.000176679	0.004353929	3-Furoic acid	CNC_148	4	50		HMDB00444	OC(=O)C1=COC=C1	
3-Furoic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.079747616	0.755815396	-0.021115665	0.207169414	0.000176679	0.004353929	3-Furoic acid	CNC_148	4	50		HMDB00444	OC(=O)C1=COC=C1	
Uridine 5-triphosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-3.985707563	-0.870358465	0.006422394	0.2381693	0.000232016	0.005506776	Uridine triphosphate	CNC_49	2	50	C00075	HMDB00285	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Pyrimidine metabolism;Neuroactive ligand-receptor interaction
Uridine 5-triphosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-3.985707563	-0.870358465	0.006422394	0.2381693	0.000232016	0.005506776	Uridine triphosphate	CNC_49	2	50	C00075	HMDB00285	O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(=O)OP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O	Pyrimidine metabolism;Neuroactive ligand-receptor interaction
N-Acetyl-D-glucosamine 6-phosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.650281789	-0.184767617	0.002722357	0.05276959	0.000380875	0.008373016	N-Acetyl-D-Glucosamine 6-Phosphate	CNC_71	3	50	C00357	HMDB01062	CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	Amino sugar and nucleotide sugar metabolism
N-Acetyl-D-glucosamine 6-phosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.650281789	-0.184767617	0.002722357	0.05276959	0.000380875	0.008373016	N-Acetyl-D-Glucosamine 6-Phosphate	CNC_71	3	50	C00357	HMDB01062	CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O	Amino sugar and nucleotide sugar metabolism
UDP-Glucuronate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-1.386886744	-0.43159416	-0.013735223	0.119387668	0.000465227	0.009911488	Uridine diphosphate glucuronic acid	CNC_93	2	50	C00167	HMDB00935	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Amino sugar and nucleotide sugar metabolism
UDP-Glucuronate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-1.386886744	-0.43159416	-0.013735223	0.119387668	0.000465227	0.009911488	Uridine diphosphate glucuronic acid	CNC_93	2	50	C00167	HMDB00935	O[C@@H]1[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2O)C(O)=O)O[C@H]([C@@H]1O)N1C=CC(=O)NC1=O	Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Amino sugar and nucleotide sugar metabolism
"2,3-Diphospho-D-glyceric acid"	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.915171374	-0.463538075	0.031225849	0.143939351	0.000587526	0.012145544	"2,3-Diphosphoglyceric acid"	CNC_94	4	50	C01159	HMDB01294	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O	Glycolysis / Gluconeogenesis
"2,3-Diphospho-D-glyceric acid"	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.915171374	-0.463538075	0.031225849	0.143939351	0.000587526	0.012145544	"2,3-Diphosphoglyceric acid"	CNC_94	4	50	C01159	HMDB01294	OC(=O)[C@@H](COP(O)(O)=O)OP(O)(O)=O	Glycolysis / Gluconeogenesis
4-Methylthio-2-oxobutanoic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.510879315	-0.452547652	0.053619263	0.151233911	0.000817165	0.015966198	2-Oxo-4-methylthiobutanoic acid	4C_43	3	50	C01180	HMDB01553	CSCCC(=O)C(O)=O	Cysteine and methionine metabolism;2-Oxocarboxylic acid metabolism
4-Methylthio-2-oxobutanoic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.510879315	-0.452547652	0.053619263	0.151233911	0.000817165	0.015966198	2-Oxo-4-methylthiobutanoic acid	4C_43	3	50	C01180	HMDB01553	CSCCC(=O)C(O)=O	Cysteine and methionine metabolism;2-Oxocarboxylic acid metabolism
L-Glutamic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.568125331	-0.220946263	-0.010662512	0.063386645	0.000908343	0.017397078	L-Glutamic acid	G_12	1	50	C00025	HMDB00148	N[C@@H](CCC(O)=O)C(O)=O	"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism;Histidine metabolism;Taurine and hypotaurine metabolism;D-Glutamine and D-glutamate metabolism;Glutathione metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Porphyrin and chlorophyll metabolism;Nitrogen metabolism;Aminoacyl-tRNA biosynthesis;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;FoxO signaling pathway;Phospholipase D signaling pathway;Neuroactive ligand-receptor interaction;Ferroptosis;Gap junction;Circadian entrainment;Long-term potentiation;Synaptic vesicle cycle;Retrograde endocannabinoid signaling;Glutamatergic synapse;GABAergic synapse;Long-term depression;Taste transduction;Proximal tubule bicarbonate reclamation;Protein digestion and absorption;Amyotrophic lateral sclerosis (ALS);Huntington disease;Spinocerebellar ataxia;Cocaine addiction;Amphetamine addiction;Nicotine addiction;Alcoholism;Central carbon metabolism in cancer"
L-Glutamic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.568125331	-0.220946263	-0.010662512	0.063386645	0.000908343	0.017397078	L-Glutamic acid	G_12	1	50	C00025	HMDB00148	N[C@@H](CCC(O)=O)C(O)=O	"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism;Histidine metabolism;Taurine and hypotaurine metabolism;D-Glutamine and D-glutamate metabolism;Glutathione metabolism;Neomycin, kanamycin and gentamicin biosynthesis;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;Porphyrin and chlorophyll metabolism;Nitrogen metabolism;Aminoacyl-tRNA biosynthesis;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;FoxO signaling pathway;Phospholipase D signaling pathway;Neuroactive ligand-receptor interaction;Ferroptosis;Gap junction;Circadian entrainment;Long-term potentiation;Synaptic vesicle cycle;Retrograde endocannabinoid signaling;Glutamatergic synapse;GABAergic synapse;Long-term depression;Taste transduction;Proximal tubule bicarbonate reclamation;Protein digestion and absorption;Amyotrophic lateral sclerosis (ALS);Huntington disease;Spinocerebellar ataxia;Cocaine addiction;Amphetamine addiction;Nicotine addiction;Alcoholism;Central carbon metabolism in cancer"
2-Deoxyadenosine 5-triphosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.222979156	0.651722367	0.052080864	0.180887143	0.00091642	0.017514743	Deoxyadenosine triphosphate	20C_73	2	50	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1	Purine metabolism
2-Deoxyadenosine 5-triphosphate	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-2.222979156	0.651722367	0.052080864	0.180887143	0.00091642	0.017514743	Deoxyadenosine triphosphate	20C_73	2	50	 C00131	HMDB01532	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1	Purine metabolism
CDP-Glycerol	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.829586035	-0.255926354	0.019982113	0.083397418	0.00093845	0.017848719	CDP-glycerol	CNC_135	3	50	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O	Glycerophospholipid metabolism
CDP-Glycerol	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.829586035	-0.255926354	0.019982113	0.083397418	0.00093845	0.017848719	CDP-glycerol	CNC_135	3	50	C00513	HMDB59599	OCC(O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=N)N=C1O	Glycerophospholipid metabolism
Guanidineacetic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.44442317	-0.196882427	0.009206228	0.06320163	0.001110935	0.020622309	Guanidoacetic acid	G_20	1	50	C00581	HMDB00128	NC(=N)NCC(O)=O	"Glycine, serine and threonine metabolism;Arginine and proline metabolism"
Guanidineacetic acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.44442317	-0.196882427	0.009206228	0.06320163	0.001110935	0.020622309	Guanidoacetic acid	G_20	1	50	C00581	HMDB00128	NC(=N)NCC(O)=O	"Glycine, serine and threonine metabolism;Arginine and proline metabolism"
L-Kynurenine	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.481520476	-0.187767671	0.025145546	0.0654209	0.001135867	0.021013809	L-Kynurenine	CNC_165	1	50	C00328	HMDB00684	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O	Tryptophan metabolism;African trypanosomiasis
L-Kynurenine	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.481520476	-0.187767671	0.025145546	0.0654209	0.001135867	0.021013809	L-Kynurenine	CNC_165	1	50	C00328	HMDB00684	N[C@@H](CC(=O)C1=CC=CC=C1N)C(O)=O	Tryptophan metabolism;African trypanosomiasis
Citric acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.340672688	0.601364807	-0.032391145	0.198887505	0.001440032	0.025513728	Citric acid	C_1	4	50	C00158	HMDB00094	OC(=O)CC(O)(CC(O)=O)C(O)=O	"Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Taste transduction;Glucagon signaling pathway;Central carbon metabolism in cancer"
DL-Isocitric acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.340672688	0.601364807	-0.032391145	0.198887505	0.001440032	0.025513728	Isocitric acid	I_1	4	50	C00311	HMDB00193	OC(C(CC(O)=O)C(O)=O)C(O)=O	Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Central carbon metabolism in cancer
Citric acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.340672688	0.601364807	-0.032391145	0.198887505	0.001440032	0.025513728	Citric acid	C_1	4	50	C00158	HMDB00094	OC(=O)CC(O)(CC(O)=O)C(O)=O	"Citrate cycle (TCA cycle);Alanine, aspartate and glutamate metabolism;Glyoxylate and dicarboxylate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Taste transduction;Glucagon signaling pathway;Central carbon metabolism in cancer"
DL-Isocitric acid	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.340672688	0.601364807	-0.032391145	0.198887505	0.001440032	0.025513728	Isocitric acid	I_1	4	50	C00311	HMDB00193	OC(C(CC(O)=O)C(O)=O)C(O)=O	Citrate cycle (TCA cycle);Glyoxylate and dicarboxylate metabolism;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Glucagon signaling pathway;Central carbon metabolism in cancer
Dulcitol	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.053350711	0.381385873	0.008998545	0.118273124	0.001640898	0.028550216	Galactitol	D_2	1	50	C01697	HMDB00107	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	Galactose metabolism
Dulcitol	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.053350711	0.381385873	0.008998545	0.118273124	0.001640898	0.028550216	Galactitol	D_2	1	50	C01697	HMDB00107	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	Galactose metabolism
"3,5-Diiodo-L-tyrosine"	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.224723024	0.277059056	-0.013987939	0.09274735	0.001700685	0.029395012	"3,5-Diiodo-L-tyrosine"	20C_28	2	50	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O	Tyrosine metabolism;Thyroid hormone synthesis
"3,5-Diiodo-L-tyrosine"	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		0.224723024	0.277059056	-0.013987939	0.09274735	0.001700685	0.029395012	"3,5-Diiodo-L-tyrosine"	20C_28	2	50	C01060	HMDB03474	N[C@@H](CC1=CC(I)=C(O)C(I)=C1)C(O)=O	Tyrosine metabolism;Thyroid hormone synthesis
O-Phosphorylethanolamine	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.764208902	-0.359506318	0.012387001	0.119999373	0.001940917	0.032571595	O-Phosphoethanolamine	20C_20	1	50	C00346	HMDB00224	NCCOP(O)(O)=O	Glycerophospholipid metabolism;Sphingolipid metabolism;Sphingolipid signaling pathway
O-Phosphorylethanolamine	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-0.764208902	-0.359506318	0.012387001	0.119999373	0.001940917	0.032571595	O-Phosphoethanolamine	20C_20	1	50	C00346	HMDB00224	NCCOP(O)(O)=O	Glycerophospholipid metabolism;Sphingolipid metabolism;Sphingolipid signaling pathway
PIP3	ALDOA	Fructose-bisphosphate aldolase A	ALDOA	P04075		-5.258805102	-0.831199086	0.030539765	0.278107342	0.001944481	0.032619188	"Phosphatidylinositol-3,4,5-trisphosphate"	Cay_9	4	50	C05981	HMDB04249	CC(=O)OC(COP(O)(=O)O[C@@H]1[C@H](O)[C@H](OP(O)(O)=O)[C@@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H]1O)OC(C)=O	Inositol phosphate metabolism;EGFR tyrosine kinase inhibitor resistance;ErbB signaling pathway;Ras signaling pathway;Chemokine signaling pathway;FoxO signaling pathway;Phosphatidylinositol signaling system;Sphingolipid signaling pathway;Phospholipase D signaling pathway;Autophagy - animal;Endocytosis;mTOR signaling pathway;PI3K-Akt signaling pathway;AMPK signaling pathway;Apoptosis;Longevity regulating pathway;Longevity regulating pathway - multiple species;Cellular senescence;VEGF signaling pathway;Focal adhesion;Platelet activation;Natural killer cell mediated cytotoxicity;T cell receptor signaling pathway;B cell receptor signaling pathway;Fc epsilon RI signaling pathway;Fc gamma R-mediated phagocytosis;Neurotrophin signaling pathway;Regulation of actin cytoskeleton;Insulin signaling pathway;Progesterone-mediated oocyte maturation;Prolactin signaling pathway;Thyroid hormone signaling pathway;Relaxin signaling pathway;Insulin resistance;Aldosterone-regulated sodium reabsorption;Carbohydrate digestion and absorption;Alzheimer disease;Shigellosis;Salmonella infection;Yersinia infection;Chagas disease (American trypanosomiasis);Toxoplasmosis;Hepatitis C;Measles;Human cytomegalovirus infection;Influenza A;Human papillomavirus infection;Human T-cell leukemia virus 1 infection;Kaposi sarcoma-associated herpesvirus infection;Herpes simplex virus 1 infection;Epstein-Barr virus infection;Human immunodeficiency virus 1 infection;Pathways in cancer;Colorectal cancer;Pancreatic cancer;Endometrial cancer;Glioma;Prostate cancer;Melanoma;Chronic myeloid leukemia;Acute myeloid leukemia;Small cell lung cancer;Non-small cell lung cancer;Breast cancer;Hepatocellular carcinoma;Gastric cancer;Choline metabolism in cancer;PD-L1 expression and PD-1 checkpoint pathway in cancer
