metabolite	query_protein	log2_abundance	log2_abundance_corrected	met_mean	met_sd	p_value	q_value
2-Deoxyuridine 5-monophosphate	ALDOA	-0.215265245	-0.125160444	-0.032259601	0.160255705	0.562114373	1
2-Ethylhydracrylic acid	ALDOA	-0.012671515	-0.001876393	-0.010300077	0.134600301	0.950098606	1
2-Hydroxybutyric acid;(S)-3-Hydroxybutyric acid;(R)-3-Hydroxybutyric acid;(R)-3-Hydroxyisobutyric acid;(S)-3-Hydroxyisobutyric acid	ALDOA	-0.176140237	-0.063002655	-0.006596683	0.121434522	0.642291704	1
2-Hydroxyphenylacetic acid;4-Hydroxyphenylacetic acid	ALDOA	-0.231680167	-0.015770451	-0.009853472	0.076782476	0.938574563	1
2-Methylbutyrylglycine;Isovalerylglycine	ALDOA	-0.296401514	4.11E-04	-0.015351159	0.038974255	0.685900032	1
"2,5-Dihydroxybenzoic acid"	ALDOA	0.318663207	0.056335387	0.041663061	0.159544498	0.926726762	1
3-Hydroxybutyryl coenzyme A	ALDOA	-1.074612097	0.073677648	0.062652063	0.265044758	0.966818408	1
3-methyl-2-oxobutyrate	ALDOA	-0.301737946	-0.027473545	-0.009502896	0.045650485	0.69383403	1
3-Methyl-2-oxovaleric acid;4-Methyl-2-oxovaleric acid	ALDOA	-0.254433077	-0.030811058	0.006996638	0.058129919	0.515433915	1
"3,3-Dimethylacrylic acid"	ALDOA	-0.306824609	-0.096564209	-0.017727901	0.136963319	0.564884487	1
"3,4-Dihydroxyphenylacetic acid"	ALDOA	-0.009602257	-0.011943349	-0.007368186	0.175059311	0.979149718	1
4-Phenylbutanoic acid	ALDOA	0.036259576	0.011855979	-0.014002492	0.108103323	0.810949377	1
"4,6-Dioxoheptanoic acid"	ALDOA	-0.288371281	-8.88E-04	-0.004783441	0.04970838	0.937532456	1
5-Hydroxy-L-tryptophan	ALDOA	-0.085518924	0.134558903	0.027614324	0.195213134	0.583805233	1
Acetylamino-acetic acid	ALDOA	-0.149263468	-0.081013188	-0.035190837	0.167865876	0.784876266	1
Adenosine	ALDOA	-0.23586877	0.039959312	-0.018379761	0.107934642	0.588849711	1
"Adenosine 3,5-diphosphate"	ALDOA	-0.90972512	-0.041362214	-0.014846415	0.124520993	0.831371887	1
Adenosine 5-phosphosulfate	ALDOA	-0.741085241	0.050425152	0.022506892	0.046662719	0.549640411	1
Adenosine triphosphate;Deoxyguanosine triphosphate	ALDOA	-2.293167815	0.092052722	-0.015741326	0.19887858	0.587812073	1
Adenylosuccinic acid	ALDOA	-1.215297344	-0.033998966	0.006414474	0.174479085	0.816830523	1
AICAR	ALDOA	-0.257369434	-0.040977548	-0.046371793	0.114154673	0.962310924	1
Anserine	ALDOA	-0.330990653	-0.040118392	-0.027277602	0.044602902	0.773429893	1
Benzoate	ALDOA	-0.076175398	0.014054785	0.008463304	0.095480658	0.95330146	1
Biocytin	ALDOA	-0.240915792	-0.015954673	-0.010272355	0.060727552	0.925450214	1
Choline	ALDOA	-0.363403573	0.097538301	-0.037552534	0.200036574	0.499465698	1
Choline glycerophosphate	ALDOA	-0.654178099	-0.060793705	0.157076425	0.365733036	0.55137025	1
Citramalic acid;D-2-Hydroxyglutaric acid;L-2-Hydroxyglutaric acid;3-Hydroxyglutaric acid	ALDOA	-0.507706862	-0.099001974	-0.002742538	0.142878255	0.500491578	1
Coenzyme A	ALDOA	-1.211758251	-0.101549247	0.100293766	0.568313564	0.722468717	1
Cyclic AMP	ALDOA	-0.030409086	0.040857267	-0.016884523	0.110290413	0.600596331	1
Cytidine 5-diphosphocholine	ALDOA	-0.125248362	0.032183611	-0.01805161	0.09583084	0.600134397	1
D-Arabinonic acid	ALDOA	-0.348755267	-0.018762668	-0.019127172	0.046870316	0.993795034	1
D-Cellobiose	ALDOA	-0.276606941	-0.031123824	-0.026217064	0.065007007	0.939832433	1
D-Glucosamine 6-phosphate	ALDOA	-0.641037336	0.057792772	-0.023410512	0.129114883	0.529399644	1
D-Glutamic acid	ALDOA	-0.114004272	-0.040584327	-0.043578045	0.142950239	0.983291619	1
D-Lactose;D-Maltose;Melibiose	ALDOA	-0.010547713	0.035911527	0.018093963	0.132129373	0.892730961	1
D-Sedoheptulose 7-phosphate	ALDOA	-0.557737939	-0.125956677	-0.048290154	0.143863289	0.589291245	1
Decanoic acid	ALDOA	0.075737644	-0.103696635	-0.038527233	0.161403467	0.686384026	1
Deoxyadenosine diphosphate	ALDOA	-0.75602834	-0.007012831	-0.044257492	0.160840868	0.816878087	1
Deoxyadenosine monophosphate	ALDOA	-0.100339594	-0.074789059	-0.013179005	0.120929558	0.610422404	1
Dimethylaminopurine	ALDOA	-0.201052217	-0.004323172	0.005108803	0.170445564	0.955869851	1
DL-2-Amino-3-phosphonopropionic acid	ALDOA	-0.352878773	0.012477732	-0.016669413	0.050462392	0.563533295	1
DL-Homocysteine	ALDOA	-0.228718379	0.001495257	-0.010226323	0.065327152	0.857600928	1
DL-Mandelic acid	ALDOA	0.023443299	-0.154615962	0.012211165	0.246567009	0.498660066	1
Dodecanedioic acid	ALDOA	-0.023638832	0.020925283	-0.031355852	0.126549707	0.679513369	1
Flavin Mononucleotide	ALDOA	-0.164725286	0.070892848	0.00522865	0.113818177	0.563992224	1
Galactinol;Trehalose	ALDOA	-0.159723291	0.028366604	-0.023692517	0.089149315	0.559251094	1
Gamma-Glu-Cys	ALDOA	0.148543078	-0.080338797	-0.020945904	0.280253588	0.832165125	1
Glycerol 3-phosphate	ALDOA	-0.405169343	-0.021892658	0.00173588	0.051938852	0.649159654	1
Guanine	ALDOA	-0.182279172	0.047184463	0.028116156	0.12751002	0.881124708	1
Guanosine	ALDOA	-0.089729513	0.050842868	0.021166125	0.059894004	0.620255894	1
Guanosine 5-triphosphate	ALDOA	-4.503525812	-0.21139701	0.030266357	0.371938537	0.515860144	1
Isovaleryl coenzyme A	ALDOA	-1.135112095	0.120811186	0.031215796	0.247727177	0.717598944	1
L-Arabitol;2-Deoxy-D-ribonic acid	ALDOA	-0.116916083	-0.068934749	-0.021824492	0.116615186	0.686227087	1
L-Aspartic acid;D-Aspartic acid	ALDOA	-0.22300616	-0.018321855	-0.014823515	0.07858247	0.964491449	1
L-Carnosine	ALDOA	-0.327613253	0.053952877	0.00283681	0.099888428	0.608838851	1
L-Citrulline	ALDOA	-0.338369407	-0.037693407	-0.016215193	0.033908244	0.526458362	1
L-Cysteic acid	ALDOA	-0.282558953	-0.025999439	-0.0202287	0.046297421	0.900804652	1
L-Fucose 1-phosphate	ALDOA	-0.636298666	-0.019500382	-0.028006493	0.126918132	0.94656542	1
L-Gulonic acid gamma-lactone	ALDOA	-0.13976775	-0.076479686	-0.023588882	0.143840873	0.713094268	1
L-Lysine	ALDOA	-0.311486812	-0.010102016	-0.026713476	0.050648428	0.742929942	1
L-Malic acid	ALDOA	-0.695694907	-0.147377589	-0.055971745	0.161145781	0.570561624	1
L-Methionine	ALDOA	-0.207389387	-0.097788297	-0.03554105	0.120918282	0.606701361	1
L-Ornithine;D-Ornithine	ALDOA	-0.373777807	-0.019498358	0.01045521	0.143000703	0.834085658	1
L-Pipecolic acid	ALDOA	-0.523931535	-0.054968557	-0.017193777	0.056626848	0.504719438	1
L-Tryptophan	ALDOA	0.051242854	0.005735786	0.00714471	0.088543419	0.987304414	1
L-Valine	ALDOA	-0.336233373	-0.002535466	-0.027880588	0.05823237	0.663387417	1
Maleic acid	ALDOA	-0.353311177	-0.026270176	-0.014783529	0.114132651	0.919833899	1
N-2-Furoylglycine	ALDOA	-0.415720547	0.042512279	0.013275673	0.058775148	0.61888485	1
N-a-Acetyl-L-ornithine	ALDOA	-0.54167118	0.030976426	0.001796099	0.148638261	0.844361478	1
N-Acetyl-Asp-Glu	ALDOA	-0.848201343	-0.072738424	-0.047694527	0.148532494	0.866104298	1
N-Acetyl-L-alanine;Propionylglycine	ALDOA	-0.235225739	-0.099130911	-0.023822728	0.153202458	0.623030504	1
N-Acetyl-L-glutamic acid	ALDOA	-0.527573939	-0.113911012	-0.023511697	0.14347935	0.528661183	1
N-methyl-4-pyridone-3-carboxamide	ALDOA	-0.437634447	0.007256751	-0.013006443	0.086398826	0.814572849	1
NADH	ALDOA	-0.736858466	0.280229447	0.088489441	0.688058161	0.780499383	1
Nicotinamide	ALDOA	-0.421726279	-0.015524214	-0.004016809	0.073231702	0.875136935	1
Octanoic acid	ALDOA	-0.033662647	0.011629655	-0.022293421	0.127933484	0.790884803	1
Phenethylamine	ALDOA	-0.337720655	0.012592082	-0.019907886	0.10146127	0.748726554	1
Phosphatidylethanolamine	ALDOA	-0.102358179	0.110493459	2.77E-04	0.184138835	0.549470987	1
Phosphocreatine	ALDOA	-0.352576332	0.021834799	0.01486724	0.117247478	0.952612734	1
Phosphoenolpyruvic acid	ALDOA	-1.869053701	-0.025824347	-0.017172522	0.13856366	0.950212958	1
Prostaglandin E2;Prostaglandin I2;Prostaglandin D2	ALDOA	0.004978048	-0.0658313	-0.025103731	0.136164211	0.764858961	1
Pyridoxal 5-phosphate	ALDOA	-1.359436398	0.28125462	0.07081725	0.513205626	0.681772982	1
S-(5-Adenosyl)-L-homocysteine	ALDOA	-0.30840573	-0.123566057	-0.086317116	0.223509275	0.867641508	1
S-Lactoylglutathione	ALDOA	-0.450530277	-0.121834277	-0.068842088	0.201720438	0.792780937	1
Stachyose	ALDOA	-0.346239641	-0.031676091	-0.014098354	0.051667301	0.733698325	1
Taurine	ALDOA	-0.460563338	-0.032535872	-2.83E-04	0.051649996	0.532336323	1
Thiamine	ALDOA	-0.173596063	0.134638485	0.010964237	0.208204769	0.552510136	1
Thiamine pyrophosphate	ALDOA	-0.39785085	-0.006550086	0.003476331	0.081262178	0.901803367	1
Thymidine	ALDOA	0.053809751	0.10773926	-0.010229264	0.17340618	0.496313433	1
Thymidine 5-triphosphate	ALDOA	-3.641635463	-0.039699272	0.073137381	0.199289975	0.571262369	1
Thymidine monophosphate	ALDOA	-0.270718564	-0.055974891	-0.052480709	0.124971507	0.977694188	1
Thymine	ALDOA	-0.038039351	0.018777912	0.01804193	0.131721989	0.995541933	1
Trans-beta-Hydromuconic acid	ALDOA	-0.322488695	-0.011212277	-0.004654138	0.055114308	0.905282015	1
Urea	ALDOA	-0.14371219	-9.63E-04	0.023866834	0.130987493	0.849656972	1
Uric acid	ALDOA	-0.258460177	0.06927625	0.110608021	0.169137986	0.806946463	1
Xanthine	ALDOA	0.150192554	0.171824428	0.069791626	0.169260985	0.546632782	1
Inosine 5-monophosphate	ALDOB	2.341081693	2.68615527	0.04004263	0.111913239	1.35E-123	1.48E-120
Guanosine 5-monophosphate	ALDOB	-5.945420106	-4.514401599	0.265989579	0.247305979	3.01E-83	2.24E-80
Cytidine monophosphate	ALDOB	-3.449714286	-2.299453945	0.177344042	0.165962939	2.31E-50	9.77E-48
Uridine monophosphate	ALDOB	-1.657000463	-1.021057571	0.044113816	0.074492214	2.22E-46	7.98E-44
Hypoxanthine	ALDOB	0.892109116	1.229755649	0.007781387	0.089460573	1.78E-42	5.85E-40
Hippuric acid	ALDOB	-1.378709451	-1.037890977	0.021035335	0.086311423	1.33E-34	3.53E-32
Xanthosine	ALDOB	-1.082587605	-0.720997359	0.006997559	0.060752556	4.37E-33	1.07E-30
D-Glyceraldehyde 3-phosphate;Dihydroxyacetone phosphate	ALDOB	1.007253937	1.392983279	0.012738693	0.116333557	1.81E-32	4.31E-30
Flavin Mononucleotide	ALDOB	0.694945348	1.063860021	0.00522865	0.113818177	1.39E-20	2.14E-18
Glucono delta-lactone	ALDOB	0.354679098	0.667457293	0.002857613	0.084287895	3.15E-15	3.43E-13
5-Phospho-D-ribose 1-diphosphate	ALDOB	-2.077921007	1.681329348	0.080196327	0.225498087	1.24E-12	1.10E-10
Glyoxylate	ALDOB	0.353951177	0.674097518	0.009982411	0.096217194	5.12E-12	4.27E-10
PIP3	ALDOB	-5.805044259	-1.657163074	0.008624853	0.254811349	6.26E-11	4.72E-09
NAD	ALDOB	-0.403451071	1.028718569	0.010717965	0.15815023	1.22E-10	8.83E-09
Citraconic acid	ALDOB	0.079664914	0.49851764	-0.01480197	0.080573554	1.88E-10	1.32E-08
3-Hydroxy-3-methylglutaryl coenzyme A	ALDOB	-3.697618718	-0.85592028	-0.021457187	0.13502102	6.40E-10	4.26E-08
Glycerol 3-phosphate	ALDOB	-0.137904279	0.309800132	0.00173588	0.051938852	3.01E-09	1.83E-07
Guanosine	ALDOB	-0.48233228	-0.328322986	0.021166125	0.059894004	5.37E-09	3.14E-07
L-a-Aspartyl-L-phenylalanine	ALDOB	-0.232682926	0.715355226	0.095347306	0.106405746	5.65E-09	3.28E-07
4-Imidazoleacetic acid	ALDOB	-0.513088559	-0.227874432	0.00145948	0.039522038	6.53E-09	3.77E-07
Adenosine 5-phosphosulfate	ALDOB	-0.310897791	-0.244897964	0.022506892	0.046662719	1.00E-08	5.64E-07
Phosphoenolpyruvic acid	ALDOB	-0.985653056	0.743496141	-0.017172522	0.13856366	4.03E-08	2.08E-06
D-Glucuronic acid	ALDOB	-0.282164758	0.154370727	-0.025153063	0.034559869	2.05E-07	9.46E-06
Orotidine 5-monophosphate	ALDOB	-0.749754271	0.944690623	0.005912078	0.184024565	3.37E-07	1.49E-05
DL-2-Amino-3-phosphonopropionic acid	ALDOB	-0.1966629	0.234350557	-0.016669413	0.050462392	6.55E-07	2.74E-05
"DL-3,4-Dihydroxymandelic acid"	ALDOB	-0.099731671	0.257655557	-0.013792487	0.056471032	1.53E-06	6.02E-05
2-Deoxyadenosine 5-triphosphate	ALDOB	-3.980878449	0.904604678	0.026175777	0.183865159	1.77E-06	6.88E-05
"D-Fructose 1,6-bisphosphate;D-Glucose 1,6-bisphosphate"	ALDOB	-1.116017125	0.604032924	-0.028273413	0.133869991	2.32E-06	8.83E-05
2-Deoxycytidine	ALDOB	-1.146106952	-0.773156417	0.077421657	0.180827679	2.55E-06	9.65E-05
Uridine	ALDOB	-1.128320667	-0.689900023	0.05460225	0.164084549	5.70E-06	1.98E-04
Pyridoxamine-5-phosphate	ALDOB	-0.243667591	0.223016132	-0.001343472	0.049676573	6.29E-06	2.17E-04
Coenzyme A	ALDOB	-3.170645549	-2.346026222	0.100293766	0.568313564	1.67E-05	5.22E-04
2-Oxoadipic acid	ALDOB	-0.24614283	0.166929242	-0.008953768	0.041174405	1.94E-05	5.98E-04
N-Acetylmuramic acid	ALDOB	-0.147291481	0.350711698	-0.012488421	0.087717885	3.46E-05	0.00100037
UDP-Glucuronate	ALDOB	-2.092178183	-0.517550148	-0.012401109	0.122313954	3.63E-05	0.001041037
3-Sulfopyruvic acid	ALDOB	-0.406686037	1.012450585	0.175541736	0.203943669	4.07E-05	0.001150597
D-Lactaldehyde	ALDOB	-0.183694737	0.26226471	-0.016679721	0.068864123	5.11E-05	0.001411497
N-Acetyl-D-glucosamine 6-phosphate	ALDOB	-0.311665296	0.238314018	-9.24E-04	0.059691587	6.13E-05	0.001662736
Metanephrine	ALDOB	-0.046127586	0.905645652	-0.032944147	0.236718932	7.34E-05	0.001955684
2-Deoxyribose-5-phosphate	ALDOB	0.045665159	0.535329549	-0.02791839	0.14533078	1.06E-04	0.002723163
L-Cysteic acid	ALDOB	-0.141082244	0.158900286	-0.0202287	0.046297421	1.09E-04	0.002791849
Thymidine 5-triphosphate	ALDOB	-3.909595852	-0.68799457	0.073137381	0.199289975	1.34E-04	0.003329865
5-Methyluridine	ALDOB	-0.502306715	-0.229173616	0.01284479	0.064131975	1.61E-04	0.003881069
Deoxyadenosine diphosphate	ALDOB	-0.645270227	0.560986063	-0.044257492	0.160840868	1.68E-04	0.004029175
L-Aspartic acid;D-Aspartic acid	ALDOB	0.035031731	0.274853153	-0.014823515	0.07858247	2.28E-04	0.005261225
N-Acetylneuraminic acid	ALDOB	-0.242952959	0.129660895	-0.017783766	0.040617976	2.83E-04	0.006362858
NADH	ALDOB	-3.524587526	-2.394892671	0.088489441	0.688058161	3.07E-04	0.00680148
N-Acetylputrescine	ALDOB	-0.12678847	0.728631315	-0.009755202	0.208647184	4.02E-04	0.00856132
Cyclic GMP	ALDOB	0.130655921	0.25267382	0.026990145	0.063837928	4.07E-04	0.008664369
CDP-ethanolamine	ALDOB	-0.278945979	0.162113139	0.001127479	0.045959146	4.60E-04	0.009623894
4-Hydroxyphenylpyruvic acid	ALDOB	-0.048363081	0.232864346	-0.011250052	0.070099709	4.97E-04	0.010272762
"2,3-Diphosphoglyceric acid"	ALDOB	-1.798045966	0.535238939	0.028206022	0.146275855	5.28E-04	0.010801706
Acetoacetate;2-Ketobutyric acid	ALDOB	-0.058394485	0.202439723	0.002903872	0.057589106	5.31E-04	0.010853858
Adenosine diphosphate;Deoxyguanosine 5-diphosphate	ALDOB	-1.361448426	0.46742549	-0.041516665	0.148349097	6.02E-04	0.012067834
N-Glycolylneuraminic acid	ALDOB	-0.264897643	0.129529618	-0.016560057	0.042747261	6.32E-04	0.012554985
L-Cystine	ALDOB	-1.46365828	-0.720313317	0.013749548	0.216370923	6.92E-04	0.013552866
D-Fructose 6-phosphate;D-Galactose 1-phosphate;D-Glucose 1-phosphate;D-Glucose 6-phosphate;D-Mannose 1-phosphate;D-Mannose 6-phosphate	ALDOB	-0.326685112	0.402895662	-0.026285464	0.12804755	8.03E-04	0.015374341
"3,5-Diiodo-L-tyrosine"	ALDOB	0.210846608	0.300281058	-0.009951427	0.093171998	8.69E-04	0.016439683
Dephosphocoenzyme A	ALDOB	-1.20766254	-1.813793603	-0.075980554	0.528175722	0.001001099	0.018500164
Nicotinamide ribotide	ALDOB	-0.797581318	0.538509982	0.083161216	0.139571242	0.001104409	0.020043767
Diadenosine triphosphate	ALDOB	-2.164094816	-0.981692566	-0.02674434	0.292945904	0.001114865	0.020198101
3-Methylglutaconic acid	ALDOB	0.102663216	0.319949155	-0.024684112	0.110304445	0.001781787	0.029505288
Glutaric acid;Ethylmalonic acid	ALDOB	-0.225644434	0.16405798	-0.017905493	0.058806991	0.001973118	0.031961935
Succinic acid;Methylmalonic acid	ALDOB	-0.287463097	0.156172152	-0.015268634	0.055524573	0.002017418	0.032514288
1-Methyl-L-histidine	ALDOB	-0.395319975	0.466154519	-0.028736487	0.165223927	0.00274198	0.041771459
L-Cysteine	ALDOB	-0.184877854	0.186514194	-0.036812803	0.074561855	0.00274273	0.041771459
L-Arabinose;L-Ribulose;D-Xylose	ALDOB	-0.033588665	0.302642452	0.008103974	0.099679994	0.003128308	0.046489128
2-Methylglutaric acid;3-Methylglutaric acid;Adipic acid	ALDOB	-0.377735599	0.094672186	-0.020889162	0.039747801	0.003644881	0.052128813
Deoxycytidine triphosphate	ALDOB	-2.206725455	0.450966756	0.053685609	0.137492906	0.003858961	0.054480458
Inosine 5-triphosphate	ALDOB	-4.158651793	-0.751716223	-0.013533701	0.259278168	0.004412396	0.060642349
3-Aminoisobutyric acid;L-2-Aminobutyric acid	ALDOB	-0.146738036	0.379822005	-0.013679986	0.141441063	0.00540098	0.071106174
Pyridoxal	ALDOB	-0.623492663	-0.463171902	0.085751895	0.203202007	0.006905448	0.085704124
Oxaloacetic acid	ALDOB	-1.511842633	-0.454077326	-0.037135449	0.155075835	0.007174543	0.08861666
Cysteamine	ALDOB	0.091087295	0.295716537	-0.006248613	0.112968699	0.007517661	0.091804349
Cytidine 5-diphosphate	ALDOB	-0.64266603	0.315967092	-0.032060919	0.131701271	0.008228281	0.098294396
N-Acetyl-D-glucosamine 1-phosphate	ALDOB	-0.516785273	0.587596327	-9.99E-04	0.22383424	0.008548396	0.101179445
"2,5-Dihydroxybenzaldehyde;4-Hydroxybenzoic acid"	ALDOB	-0.154118065	-0.323177258	0.038728653	0.139319827	0.009386066	0.108710424
Guanosine diphosphate mannose	ALDOB	-1.089868462	-0.234791382	-0.015628714	0.084672154	0.009643198	0.11067356
N-methyl-4-pyridone-3-carboxamide	ALDOB	-0.14883159	0.207482896	-0.013006443	0.086398826	0.010710818	0.119884141
L-Threonine	ALDOB	-0.489791919	-0.166149139	-0.023019779	0.05626318	0.010961435	0.12173249
S-(5-Adenosyl)-L-methionine	ALDOB	-0.19575272	0.581251093	-0.030738647	0.244559805	0.012334979	0.133099652
L-Cystathionine	ALDOB	-0.252591655	0.095599141	-0.012289583	0.043264874	0.012642669	0.135632599
2-Deoxyguanosine 5-monophosphate	ALDOB	-0.46544299	-0.324781566	-0.004571906	0.128639242	0.012802851	0.137065459
Guanosine 5-diphosphate	ALDOB	-1.063185961	0.554642914	0.039456072	0.211895605	0.015043761	0.154483589
L-Saccharopine	ALDOB	-0.281288402	0.100847751	-0.010366528	0.045930242	0.015461974	0.157809746
Guanosine 5-triphosphate	ALDOB	-4.823636168	-0.869338337	0.030266357	0.371938537	0.015576431	0.158682203
Indole-3-acetic acid	ALDOB	-0.048376115	0.245941132	0.028356889	0.091129206	0.016956687	0.168642185
DL-4-Hydroxy-3-methoxymandelic acid	ALDOB	-0.211758027	0.145018536	-0.013601224	0.06735653	0.018526309	0.179843576
L-Malic acid	ALDOB	-0.950527592	-0.431740778	-0.055971745	0.161145781	0.019708178	0.188520592
N-a-Acetyl-L-ornithine	ALDOB	-0.540403483	0.341475625	0.001796099	0.148638261	0.022296619	0.206414329
D-3-Phosphoglyceric acid	ALDOB	-0.259672275	0.316247494	-0.02162365	0.149982348	0.024275585	0.218597839
6-Phosphogluconic acid	ALDOB	-0.772596518	0.620078271	0.007493016	0.277112753	0.027063598	0.236574092
D-Ribose;D-Xylulose	ALDOB	0.073150389	0.308125429	-0.003018731	0.142186996	0.028649623	0.245594927
L-Phenylalanine	ALDOB	-0.260901436	0.079159389	-0.012180806	0.041827534	0.028981821	0.247460164
L-Fucose	ALDOB	0.024840958	0.352999278	0.005292073	0.159500209	0.029258972	0.248755856
4-Hydroxyphenylacetylglycine	ALDOB	-0.09151024	0.093629299	-0.0648287	0.07333461	0.030714404	0.25800793
Inosine	ALDOB	-0.274706733	-0.22078754	0.04704823	0.124471343	0.031414165	0.262305925
(R)-3-Hydroxybutyric acid	ALDOB	-0.259735522	0.201347569	-0.039267901	0.112575999	0.032568699	0.26899318
L-Serine;D-Serine	ALDOB	-0.473374897	-0.145601272	-0.015458231	0.06160472	0.034639315	0.280827672
CDP-Glycerol	ALDOB	-0.46902744	0.210716839	0.026712182	0.087128969	0.034697995	0.281099118
D-Lactose;D-Maltose;Melibiose	ALDOB	-0.322598848	-0.260489512	0.018093963	0.132129373	0.034995158	0.282529667
L-Tyrosine	ALDOB	-0.098872069	0.22337731	-0.003666087	0.108087315	0.03568001	0.286111192
Pyruvate	ALDOB	-0.422874455	-0.14177492	-0.0142702	0.060801416	0.035987533	0.28809395
D-Arabinonic acid	ALDOB	-0.306735455	0.079094429	-0.019127172	0.046870316	0.036117376	0.288857009
N2-Acetyl-L-lysine;N6-Acetyl-lysine	ALDOB	-0.433681133	-0.091683116	-0.02319685	0.033333357	0.039918963	0.309838466
Guanidineacetic acid	ALDOB	-0.32505618	-0.123419236	0.012261632	0.066980194	0.042796933	0.324923672
3-Iodo-L-tyrosine	ALDOB	-0.030617294	0.128581327	-0.007737773	0.067426789	0.043203734	0.326973712
5-Methoxy-3-indoleacetic acid	ALDOB	-0.00257108	0.26166221	0.04685831	0.106419841	0.043543662	0.328358264
L-Carnosine	ALDOB	-0.377875874	0.202516527	0.00283681	0.099888428	0.045605376	0.33840232
D-Ribose 1-phosphate;D-Ribose 5-phosphate;D-Xylulose 5-phosphate	ALDOB	-0.058489232	0.231582255	-0.040967982	0.136737734	0.046235881	0.341052039
L-Fucose 1-phosphate	ALDOB	-0.333812121	0.219923965	-0.028006493	0.126918132	0.050764214	0.363012939
N-Acetyl-Asp-Glu	ALDOB	-0.481957977	0.241798159	-0.047694527	0.148532494	0.051293129	0.365623322
2-Amino-3-methoxybenzoic acid	ALDOB	-0.090618769	0.257887356	0.018470955	0.123109251	0.051805382	0.367903411
(4R)-4-Hydroxy-L-glutamic acid	ALDOB	-0.201929478	0.226139514	0.008895714	0.112307671	0.053068515	0.373417295
Uridine 5-triphosphate	ALDOB	-4.74115194	0.408312899	-0.014318424	0.220184344	0.054928279	0.382492143
Uracil	ALDOB	-0.572638634	-0.196957031	0.031905555	0.120795089	0.058140792	0.396561559
Nicotinamide hypoxanthine dinucleotide	ALDOB	-0.458528919	0.258347664	0.011821395	0.130145586	0.05819388	0.396751759
N-Acetyl-D-galactosamine;N-Acetyl-D-glucosamine	ALDOB	-0.395824459	0.170818491	-0.026876587	0.104473519	0.058451228	0.397727338
"Adenosine 3,5-diphosphate"	ALDOB	-0.59118238	0.209497083	-0.014846415	0.124520993	0.071600173	0.449441891
"D-myo-Inositol-1,4,5-triphosphate"	ALDOB	-2.959805955	0.37002178	0.031430367	0.188235929	0.072056524	0.451207723
